1,1,1.417857143,1.517857143,1.585714286
3,1,1.381818182,1.54,1.536363636
5,1,1.376363636,1.545454545,1.536363636
7,1,1.401486989,1.56133829,1.56133829
9,1,1.401486989,1.56133829,1.56133829
